"xpath","variable_name_new","X","description","location_code_xsd","location_code","form","part","line_number","scope","data_type_xsd","data_type_simple","cardinality","rdb_table","production_rule","validated"
"/Return/ReturnData/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/BusinessName/BusinessNameLine1","SJ_02_PC_DIRTRSTKEY_BIZ_NAME_L1",31,"Business Name - BusinessNameLine1","[BusinessName] Part II Column (A)","SCHED-J-PART-02-COL-A-LINE-(i)","SCHED-J","PART-02","Column (A) Line (i)","PC","BusinessNameLine1Type","text","MANY","SJ-P02-T01-COMPENSATION","SJ_02_PC_NAME_OFF_TRST_KEYEMP, SJ_02_PC_NAME_OFF_TRST_KEYEMP_L1, and SJ_02_PC_NAME_OFF_TRST_KEYEMP_L2 are the same variables","X"
"/Return/ReturnData/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/BusinessName/BusinessNameLine1Txt","SJ_02_PC_DIRTRSTKEY_BIZ_NAME_L1",31,"Business Name - BusinessNameLine1Txt","[BusinessName] Part II Column (A)","SCHED-J-PART-02-COL-A-LINE-(i)","SCHED-J","PART-02","Column (A) Line (i)","PC","BusinessNameLine1Type","text","MANY","SJ-P02-T01-COMPENSATION","SJ_02_PC_NAME_OFF_TRST_KEYEMP, SJ_02_PC_NAME_OFF_TRST_KEYEMP_L1, and SJ_02_PC_NAME_OFF_TRST_KEYEMP_L2 are the same variables","X"
"/Return/ReturnData/IRS990ScheduleJ/Form990ScheduleJPartII/NameBusiness/BusinessNameLine2","SJ_02_PC_DIRTRSTKEY_BIZ_NAME_L2",31,"Name Business - BusinessNameLine2","[NameBusiness] Part II Column (A)","SCHED-J-PART-02-COL-A-LINE-(ii)","SCHED-J","PART-02","Column (A) Line (i)","PC","BusinessNameLine2Type","text","MANY","SJ-P02-T01-COMPENSATION","SJ_02_PC_NAME_OFF_TRST_KEYEMP, SJ_02_PC_NAME_OFF_TRST_KEYEMP_L1, and SJ_02_PC_NAME_OFF_TRST_KEYEMP_L2 are the same variables","X"
"/Return/ReturnData/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/BusinessName/BusinessNameLine2","SJ_02_PC_DIRTRSTKEY_BIZ_NAME_L2",31,"Business Name - BusinessNameLine2","[BusinessName] Part II Column (A)","SCHED-J-PART-02-COL-A-LINE-(ii)","SCHED-J","PART-02","Column (A Line )(i)","PC","BusinessNameLine2Type","text","MANY","SJ-P02-T01-COMPENSATION","SJ_02_PC_NAME_OFF_TRST_KEYEMP, SJ_02_PC_NAME_OFF_TRST_KEYEMP_L1, and SJ_02_PC_NAME_OFF_TRST_KEYEMP_L2 are the same variables","X"
"/Return/ReturnData/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/BusinessName/BusinessNameLine2Txt","SJ_02_PC_DIRTRSTKEY_BIZ_NAME_L2",31,"Business Name - BusinessNameLine2Txt","[BusinessName] Part II Column (A)","SCHED-J-PART-02-COL-A-LINE-(ii)","SCHED-J","PART-02","Column (A) Line (i)","PC","BusinessNameLine2Type","text","MANY","SJ-P02-T01-COMPENSATION","SJ_02_PC_NAME_OFF_TRST_KEYEMP, SJ_02_PC_NAME_OFF_TRST_KEYEMP_L1, and SJ_02_PC_NAME_OFF_TRST_KEYEMP_L2 are the same variables","X"
"/Return/ReturnData/IRS990ScheduleJ/Form990ScheduleJPartII/Title","SJ_02_PC_DIRTRSTKEY_TITLE",25,"Form990 Schedule JPart II - Title","[Title] Part II Column (A)","SCHED-J-PART-02-COL-A-LINE-(ii)","SCHED-J","PART-02","Column (A) Line (ii)","PC","","text","MANY","SJ-P02-T01-COMPENSATION","","X"
"/Return/ReturnData/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/TitleTxt","SJ_02_PC_DIRTRSTKEY_TITLE",NA,"Title of Officer","[TitleTxt] Part II Column (A)","SCHED-J-PART-02-COL-A-LINE-(ii)","SCHED-J","PART-02","Column (A) Line (ii)","PC","LineExplanationType","text","MANY","SJ-P02-T01-COMPENSATION","","X"
"/Return/ReturnData/IRS990ScheduleJ/Form990ScheduleJPartII/BaseCompensationFilingOrg","SJ_02_PC_COMP_BASE",NA,"Base compensation ($) from filing organization","[BaseCompensationFilingOrg] Part II Column (B)(i)","SCHED-J-PART-02-COL-B(i)-LINE-(i)","SCHED-J","PART-02","Column (B)(i) Line (i)","PC","USAmountType","numeric","MANY","SJ-P02-T01-COMPENSATION","","X"
"/Return/ReturnData/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/BaseCompensationFilingOrgAmt","SJ_02_PC_COMP_BASE",NA,"Base compensation ($) from filing organization","[BaseCompensationFilingOrgAmt] Part II Column (B)(i)","SCHED-J-PART-02-COL-B(i)-LINE-(i)","SCHED-J","PART-02","Column (B)(i) Line (i)","PC","USAmountType","numeric","MANY","SJ-P02-T01-COMPENSATION","","X"
"/Return/ReturnData/IRS990ScheduleJ/Form990ScheduleJPartII/CompBasedOnRelatedOrgs","SJ_02_PC_COMP_BASE_RELATED",NA,"Compensation based on related organizations?","[CompBasedOnRelatedOrgs] Part II Column (B)(i)","SCHED-J-PART-02-COL-B(i)-LINE-(ii)","SCHED-J","PART-02","Column (B)(i) Line (ii)","PC","USAmountType","numeric","MANY","SJ-P02-T01-COMPENSATION","","X"
"/Return/ReturnData/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/CompensationBasedOnRltdOrgsAmt","SJ_02_PC_COMP_BASE_RELATED",NA,"Compensation based on related organizations?","[CompensationBasedOnRltdOrgsAmt] Part II Column (B)(i)","SCHED-J-PART-02-COL-B(i)-LINE-(ii)","SCHED-J","PART-02","Column (B)(i) Line (ii)","PC","USAmountType","numeric","MANY","SJ-P02-T01-COMPENSATION","","X"
"/Return/ReturnData/IRS990ScheduleJ/Form990ScheduleJPartII/BonusFilingOrg","SJ_02_PC_COMP_BONUS",NA,"Bonus and incentive compensation ($) from filing organization","[BonusFilingOrg] Part II Column (B)(ii)","SCHED-J-PART-02-COL-B(ii)-LINE-(i)","SCHED-J","PART-02","Column (B)(ii) Line (i)","PC","USAmountType","numeric","MANY","SJ-P02-T01-COMPENSATION","","X"
"/Return/ReturnData/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/BonusFilingOrganizationAmount","SJ_02_PC_COMP_BONUS",NA,"Bonus and incentive compensation ($) from filing organization","[BonusFilingOrganizationAmount] Part II Column (B)(ii)","SCHED-J-PART-02-COL-B(ii)-LINE-(i)","SCHED-J","PART-02","Column (B)(ii) Line (i)","PC","USAmountType","numeric","MANY","SJ-P02-T01-COMPENSATION","","X"
"/Return/ReturnData/IRS990ScheduleJ/Form990ScheduleJPartII/BonusRelatedOrgs","SJ_02_PC_COMP_BONUS_RELATED",NA,"Bonus and incentive compensation ($) from related organizations","[BonusRelatedOrgs] Part II Column (B)(ii)","SCHED-J-PART-02-COL-B(ii)-LINE-(ii)","SCHED-J","PART-02","Column (B)(ii) Line (ii)","PC","USAmountType","numeric","MANY","SJ-P02-T01-COMPENSATION","","X"
"/Return/ReturnData/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/BonusRelatedOrganizationsAmt","SJ_02_PC_COMP_BONUS_RELATED",NA,"Bonus and incentive compensation ($) from related organizations","[BonusRelatedOrganizationsAmt] Part II Column (B)(ii)","SCHED-J-PART-02-COL-B(ii)-LINE-(ii)","SCHED-J","PART-02","Column (B)(ii) Line (ii)","PC","USAmountType","numeric","MANY","SJ-P02-T01-COMPENSATION","","X"
"/Return/ReturnData/IRS990ScheduleJ/Form990ScheduleJPartII/OtherCompensationFilingOrg","SJ_02_PC_COMP_OTHER",NA,"Other compensation ($) from filing organization","[OtherCompensationFilingOrg] Part II Column (B)(iii)","SCHED-J-PART-02-COL-B(iii)-LINE-(i)","SCHED-J","PART-02","Column (B)(iii) Line (i)","PC","USAmountType","numeric","MANY","SJ-P02-T01-COMPENSATION","","X"
"/Return/ReturnData/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/OtherCompensationFilingOrgAmt","SJ_02_PC_COMP_OTHER",NA,"Other compensation ($) from filing organization","[OtherCompensationFilingOrgAmt] Part II Column (B)(iii)","SCHED-J-PART-02-COL-B(iii)-LINE-(i)","SCHED-J","PART-02","Column (B)(iii) Line (i)","PC","USAmountType","numeric","MANY","SJ-P02-T01-COMPENSATION","","X"
"/Return/ReturnData/IRS990ScheduleJ/Form990ScheduleJPartII/OtherCompensationRelatedOrgs","SJ_02_PC_COMP_OTHER_RELATED",NA,"Other compensation ($) from realted organizations","[OtherCompensationRelatedOrgs] Part II Column (B)(iii)","SCHED-J-PART-02-COL-B(iii)-LINE-(ii)","SCHED-J","PART-02","Column (B)(iii) Line (ii)","PC","USAmountType","numeric","MANY","SJ-P02-T01-COMPENSATION","","X"
"/Return/ReturnData/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/OtherCompensationRltdOrgsAmt","SJ_02_PC_COMP_OTHER_RELATED",NA,"Other compensation ($) from related organizations","[OtherCompensationRltdOrgsAmt] Part II Column (B)(iii)","SCHED-J-PART-02-COL-B(iii)-LINE-(ii)","SCHED-J","PART-02","Column (B)(iii) Line (ii)","PC","USAmountType","numeric","MANY","SJ-P02-T01-COMPENSATION","","X"
"/Return/ReturnData/IRS990ScheduleJ/Form990ScheduleJPartII/DeferredCompFilingOrg","SJ_02_PC_COMP_DEFERRED",NA,"Deferred compensation ($) from filing organization","[DeferredCompFilingOrg] Part II Column (C)","SCHED-J-PART-02-COL-C-LINE-(i)","SCHED-J","PART-02","Column (C) Line (i)","PC","USAmountType","numeric","MANY","SJ-P02-T01-COMPENSATION","","X"
"/Return/ReturnData/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/DeferredCompensationFlngOrgAmt","SJ_02_PC_COMP_DEFERRED",NA,"Deferred compensation ($) from filing organization","[DeferredCompensationFlngOrgAmt] Part II Column (C)","SCHED-J-PART-02-COL-C-LINE-(i)","SCHED-J","PART-02","Column (C) Line (i)","PC","USAmountType","numeric","MANY","SJ-P02-T01-COMPENSATION","","X"
"/Return/ReturnData/IRS990ScheduleJ/Form990ScheduleJPartII/DeferredCompRelatedOrgs","SJ_02_PC_COMP_DEFERRED_RELATED",NA,"Deferred compensation ($) from related organizations","[DeferredCompRelatedOrgs] Part II Column (C)","SCHED-J-PART-02-COL-C-LINE-(ii)","SCHED-J","PART-02","Column (C) Line (ii)","PC","USAmountType","numeric","MANY","SJ-P02-T01-COMPENSATION","","X"
"/Return/ReturnData/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/DeferredCompRltdOrgsAmt","SJ_02_PC_COMP_DEFERRED_RELATED",NA,"Deferred compensation ($) from related organizations","[DeferredCompRltdOrgsAmt] Part II Column (C)","SCHED-J-PART-02-COL-C-LINE-(ii)","SCHED-J","PART-02","Column (C) Line (ii)","PC","USAmountType","numeric","MANY","SJ-P02-T01-COMPENSATION","","X"
"/Return/ReturnData/IRS990ScheduleJ/Form990ScheduleJPartII/NontaxableBenefitsFilingOrg","SJ_02_PC_COMP_BENF",NA,"Nontaxable benefits ($) from filing organization","[NontaxableBenefitsFilingOrg] Part II Column (D)","SCHED-J-PART-02-COL-D-LINE-(i)","SCHED-J","PART-02","Column (D) Line (i)","PC","USAmountType","numeric","MANY","SJ-P02-T01-COMPENSATION","","X"
"/Return/ReturnData/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/NontaxableBenefitsFilingOrgAmt","SJ_02_PC_COMP_BENF",NA,"Nontaxable benefits ($) from filing organization","[NontaxableBenefitsFilingOrgAmt] Part II Column (D)","SCHED-J-PART-02-COL-D-LINE-(i)","SCHED-J","PART-02","Column (D) Line (i)","PC","USAmountType","numeric","MANY","SJ-P02-T01-COMPENSATION","","X"
"/Return/ReturnData/IRS990ScheduleJ/Form990ScheduleJPartII/NontaxableBenefitsRelatedOrgs","SJ_02_PC_COMP_BENF_RELATED",NA,"Nontaxable benefits ($) from related organizations","[NontaxableBenefitsRelatedOrgs] Part II Column (D)","SCHED-J-PART-02-COL-D-LINE-(ii)","SCHED-J","PART-02","Column (D) Line (ii)","PC","USAmountType","numeric","MANY","SJ-P02-T01-COMPENSATION","","X"
"/Return/ReturnData/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/NontaxableBenefitsRltdOrgsAmt","SJ_02_PC_COMP_BENF_RELATED",NA,"Nontaxable benefits ($) from related organizations","[NontaxableBenefitsRltdOrgsAmt] Part II Column (D)","SCHED-J-PART-02-COL-D-LINE-(ii)","SCHED-J","PART-02","Column (D) Line (ii)","PC","USAmountType","numeric","MANY","SJ-P02-T01-COMPENSATION","","X"
"/Return/ReturnData/IRS990ScheduleJ/Form990ScheduleJPartII/TotalCompensationFilingOrg","SJ_02_PC_COMP_TOTAL",NA,"Total of (B)(i) - (D); from filing org","[TotalCompensationFilingOrg] Part II Column (E)","SCHED-J-PART-02-COL-E-LINE-(i)","SCHED-J","PART-02","Column (E) Line (i)","PC","USAmountType","numeric","MANY","SJ-P02-T01-COMPENSATION","","X"
"/Return/ReturnData/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/TotalCompensationFilingOrgAmt","SJ_02_PC_COMP_TOTAL",NA,"Total of (B)(i) - (D); from filing org","[TotalCompensationFilingOrgAmt] Part II Column (E)","SCHED-J-PART-02-COL-E-LINE-(i)","SCHED-J","PART-02","Column (E) Line (i)","PC","USAmountType","numeric","MANY","SJ-P02-T01-COMPENSATION","","X"
"/Return/ReturnData/IRS990ScheduleJ/Form990ScheduleJPartII/TotalCompensationRelatedOrgs","SJ_02_PC_COMP_TOTAL_RELATED",NA,"Total of (B)(i) - (D); from related orgs","[TotalCompensationRelatedOrgs] Part II Column (E)","SCHED-J-PART-02-COL-E-LINE-(ii)","SCHED-J","PART-02","Column (E) Line (ii)","PC","USAmountType","numeric","MANY","SJ-P02-T01-COMPENSATION","","X"
"/Return/ReturnData/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/TotalCompensationRltdOrgsAmt","SJ_02_PC_COMP_TOTAL_RELATED",NA,"Total of (B)(i) - (D); from related orgs","[TotalCompensationRltdOrgsAmt] Part II Column (E)","SCHED-J-PART-02-COL-E-LINE-(ii)","SCHED-J","PART-02","Column (E) Line (ii)","PC","USAmountType","numeric","MANY","SJ-P02-T01-COMPENSATION","","X"
"/Return/ReturnData/IRS990ScheduleJ/Form990ScheduleJPartII/CompReportPrior990FilingOrg","SJ_02_PC_COMP_DEF_PRIOR",NA,"Comp reported prior 990 - from filing org","[CompReportPrior990FilingOrg] Part II Column (F)","SCHED-J-PART-02-COL-F-LINE-(i)","SCHED-J","PART-02","Column (F) Line (i)","PC","USAmountType","numeric","MANY","SJ-P02-T01-COMPENSATION","","X"
"/Return/ReturnData/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/CompReportPrior990FilingOrgAmt","SJ_02_PC_COMP_DEF_PRIOR",NA,"Comp reported prior 990 - from filing org","[CompReportPrior990FilingOrgAmt] Part II Column (F)","SCHED-J-PART-02-COL-F-LINE-(i)","SCHED-J","PART-02","Column (F) Line (i)","PC","USAmountType","numeric","MANY","SJ-P02-T01-COMPENSATION","","X"
"/Return/ReturnData/IRS990ScheduleJ/Form990ScheduleJPartII/CompReportPrior990RelatedOrgs","SJ_02_PC_COMP_DEF_PRIOR_RELATED",NA,"Comp reported prior 990 - from related orgs","[CompReportPrior990RelatedOrgs] Part II Column (F)","SCHED-J-PART-02-COL-F-LINE-(ii)","SCHED-J","PART-02","Column (F) Line (ii)","PC","USAmountType","numeric","MANY","SJ-P02-T01-COMPENSATION","","X"
"/Return/ReturnData/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/CompReportPrior990RltdOrgsAmt","SJ_02_PC_COMP_DEF_PRIOR_RELATED",NA,"Comp reported prior 990 - from related orgs","[CompReportPrior990RltdOrgsAmt] Part II Column (F)","SCHED-J-PART-02-COL-F-LINE-(ii)","SCHED-J","PART-02","Column (F) Line (ii)","PC","USAmountType","numeric","MANY","SJ-P02-T01-COMPENSATION","","X"
"/Return/ReturnData/IRS990ScheduleJ/Form990ScheduleJPartIII/Explanation","SJ_03_PC_EXPLANATION_TEXT",NA,"Form990 Schedule JPart III - Explanation","[Explanation] Part III","SCHED-J-PART-03","SCHED-J","PART-03","Part 03","PC","ExplanationType","text","ONE","SJ-P03-T02-EXPLANATION-TEXT","","X"
"/Return/ReturnData/IRS990ScheduleJ/SupplementalInformationDetail/ExplanationTxt","SJ_03_PC_EXPLANATION_TEXT",NA,"Form; Part and line number reference explanation","[ExplanationTxt] Part III","SCHED-J-PART-03","SCHED-J","PART-03","Part 03","PC","ExplanationType","text","ONE","SJ-P03-T02-EXPLANATION-TEXT","","X"
"/Return/ReturnData/IRS990ScheduleJ/Form990ScheduleJPartIII/ReturnReference","SJ_03_PC_FORM_AND_LINE_REFERENCE",NA,"Return reference","[ReturnReference] Part III","SCHED-J-PART-03","SCHED-J","PART-03","Part 03","PC","LineExplanationType","text","ONE","SJ-P03-T02-EXPLANATION-TEXT","","X"
"/Return/ReturnData/IRS990ScheduleJ/SupplementalInformationDetail/FormAndLineReferenceDesc","SJ_03_PC_FORM_AND_LINE_REFERENCE",NA,"Form; Part and line number reference","[FormAndLineReferenceDesc] Part III","SCHED-J-PART-03","SCHED-J","PART-03","Part 03","PC","LineExplanationType","text","ONE","SJ-P03-T02-EXPLANATION-TEXT","","X"
"/Return/ReturnData/IRS990ScheduleJ/Form990ScheduleJPartIII/Identifier","SJ_03_PC_IDENTIFIER",NA,"Form990 Schedule JPart III - Identifier","[Identifier] Part III","SCHED-J-PART-03","SCHED-J","PART-03","Part 03","PC","LineExplanationType","text","ONE","SJ-P03-T02-EXPLANATION-TEXT","","X"
"/Return/ReturnData/IRS990ScheduleJ/SupplementalInformationDetail/IdentifierTxt","SJ_03_PC_IDENTIFIER",NA,"Supplemental Information Detail - Identifier","","SCHED-J-PART-03","SCHED-J","PART-03","Part 03","PC","","text","ONE","SJ-P03-T02-EXPLANATION-TEXT","","X"
