VAR_NAME,DESCRIPTION,LOCATION,FORM,PART,LINE,DATABASE_TABLE,DATA_TYPE,SCOPE,PRODUCTION_RULE,XPATH,XSD_VERSIONS,REQUIRED,NOTES,LAST_UPDATE
BAICOAFCITY,Person who possesses the organization's books and records: foreign address; city,F990-PC-PART-06-SECTION-C-LINE-20-2; F990-EZ-PART-06-SECTION-C-LINE-20-2,F9,PART-06,,,,PZ,,/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressForeign/City; Return/ReturnData/IRS990EZ/TheBooksAreInCareOf/AddressForeign/City,2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,NA,NA,
BAICOAFCOUNT,Person who possesses the organization's books and records: foreign address; country,F990-PC-PART-06-SECTION-C-LINE-20-2; F990-EZ-PART-06-SECTION-C-LINE-20-2,F9,PART-06,,,,PZ,,/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressForeign/Country; Return/ReturnData/IRS990EZ/TheBooksAreInCareOf/AddressForeign/Country,2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,NA,NA,
BAICOAFPCODE,Person who possesses the organization's books and records: foreign address; postal code,F990-PC-PART-06-SECTION-C-LINE-20-2; F990-EZ-PART-06-SECTION-C-LINE-20-2,F9,PART-06,,,,PZ,,/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressForeign/PostalCode; Return/ReturnData/IRS990EZ/TheBooksAreInCareOf/AddressForeign/PostalCode,2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,NA,NA,
BAICOAFPOSTA,Person who possesses the organization's books and records: foreign address; provice or state,F990-PC-PART-06-SECTION-C-LINE-20-2; F990-EZ-PART-06-SECTION-C-LINE-20-2,F9,PART-06,,,,PZ,,/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressForeign/ProvinceOrState; Return/ReturnData/IRS990EZ/TheBooksAreInCareOf/AddressForeign/ProvinceOrState,2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,NA,NA,
BAICOAALINE11,Person who possesses the organization's books and records: US address line 1,F990-PC-PART-06-SECTION-C-LINE-20-2; F990-EZ-PART-06-SECTION-C-LINE-20-2,F9,PART-06,,,,PZ,,/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressUS/AddressLine1; Return/ReturnData/IRS990EZ/TheBooksAreInCareOf/AddressUS/AddressLine1,2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,NA,NA,
BAICOAALINE22,Person who possesses the organization's books and records: US address line 2,F990-PC-PART-06-SECTION-C-LINE-20-2; F990-EZ-PART-06-SECTION-C-LINE-20-2,F9,PART-06,,,,PZ,,/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressUS/AddressLine2; Return/ReturnData/IRS990EZ/TheBooksAreInCareOf/AddressUS/AddressLine2,2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,NA,NA,
BAICOACITY,Person who possesses the organization's books and records: US  address; city,F990-PC-PART-06-SECTION-C-LINE-20-2; F990-EZ-PART-06-SECTION-C-LINE-20-2,F9,PART-06,,,,PZ,,/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressUS/City; Return/ReturnData/IRS990EZ/TheBooksAreInCareOf/AddressUS/City,2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,NA,NA,
BAICOASTATE,Person who possesses the organization's books and records: US address; state,F990-PC-PART-06-SECTION-C-LINE-20-2; F990-EZ-PART-06-SECTION-C-LINE-20-2,F9,PART-06,,,,PZ,,/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressUS/State; Return/ReturnData/IRS990EZ/TheBooksAreInCareOf/AddressUS/State,2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,NA,NA,
BAICOAZIPCOD,Person who possesses the organization's books and records: US address; zip code,F990-PC-PART-06-SECTION-C-LINE-20-2; F990-EZ-PART-06-SECTION-C-LINE-20-2,F9,PART-06,,,,PZ,,/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressUS/ZIPCode; Return/ReturnData/IRS990EZ/TheBooksAreInCareOf/AddressUS/ZIPCode,2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,NA,NA,
BAICONBBNLIN1,Business who possesses the organization's books and records: name; line 1,F990-PC-PART-06-SECTION-C-LINE-20-1; F990-EZ-PART-06-SECTION-C-LINE-20-1,F9,PART-06,,,,PZ,,/Return/ReturnData/IRS990/TheBooksAreInCareOf/NameBusiness/BusinessNameLine1; Return/ReturnData/IRS990EZ/TheBooksAreInCareOf/NameBusiness/BusinessNameLine1,2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,NA,NA,
BAICONBBNLIN2,Business who possesses the organization's books and records: name; line 2,F990-PC-PART-06-SECTION-C-LINE-20-1; F990-EZ-PART-06-SECTION-C-LINE-20-1,F9,PART-06,,,,PZ,,/Return/ReturnData/IRS990/TheBooksAreInCareOf/NameBusiness/BusinessNameLine2; Return/ReturnData/IRS990EZ/TheBooksAreInCareOf/NameBusiness/BusinessNameLine2,2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,NA,NA,
BAICONPERSON,Person who possesses the organization's books and records: name,F990-PC-PART-06-SECTION-C-LINE-20-1; F990-EZ-PART-06-SECTION-C-LINE-20-1,F9,PART-06,,,,PZ,,/Return/ReturnData/IRS990/TheBooksAreInCareOf/NamePerson; Return/ReturnData/IRS990EZ/TheBooksAreInCareOf/NamePerson,2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,NA,NA,
BAICOTNUMBER,Person who possesses the organization's books and records: telephone number,F990-PC-PART-06-SECTION-C-LINE-20-3; F990-EZ-PART-06-SECTION-C-LINE-20-3,F9,PART-06,,,,PZ,,/Return/ReturnData/IRS990/TheBooksAreInCareOf/TelephoneNumber; Return/ReturnData/IRS990EZ/TheBooksAreInCareOf/TelephoneNumber,2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,NA,NA,
TIOLBNOLNA,Total amounts included on line 17; form 990 but not on line a,F990-PC-PART-04-LINE-d,F9,PART-04,,,,PC,,/Return/ReturnData/IRS990/TotalAmtIncldOnLn17ButNotOnLna,2003v2.1;2004v1.0;2005v3.0;2005v3.1;2005v3.2;2005v3.3;2005v4.0;2005v4.1;2006v3.0;2006v3.1;2006v3.2;2006v3.3;2006v4.0;2006v4.1;2006v4.2;2006v4.3;2006v4.4;2007v1.0;2007v1.1;2007v2.0;2007v2.1;2007v2.10;2007v2.11;2007v2.12;2007v2.13;2007v2.14;2007v2.2;2007v2.3;2007v2.4;2007v2.5;2007v2.6;2007v2.7;2007v2.8;2007v2.9;,NA,NA,
TOINONBUNOON,Total amounts included on line 12; form 990 but not on line a,F990-PC-PART-04-LINE-d,F9,PART-04,,,,PC,,/Return/ReturnData/IRS990/TotalAmtIncludedOn12ButNotOna,2003v2.1;2004v1.0;2005v3.0;2005v3.1;2005v3.2;2005v3.3;2005v4.0;2005v4.1;2006v3.0;2006v3.1;2006v3.2;2006v3.3;2006v4.0;2006v4.1;2006v4.2;2006v4.3;2006v4.4;2007v1.0;2007v1.1;2007v2.0;2007v2.1;2007v2.10;2007v2.11;2007v2.12;2007v2.13;2007v2.14;2007v2.2;2007v2.3;2007v2.4;2007v2.5;2007v2.6;2007v2.7;2007v2.8;2007v2.9;,NA,NA,
TIOABNON177,Total Amounts included on Line a but not on Line 17; Form 990,F990-PC-PART-04-LINE-b,F9,PART-04,,,,PC,,/Return/ReturnData/IRS990/TotalAmtIncludedOnAButNotOn17,2003v2.1;2004v1.0;2005v3.0;2005v3.1;2005v3.2;2005v3.3;2005v4.0;2005v4.1;2006v3.0;2006v3.1;2006v3.2;2006v3.3;2006v4.0;2006v4.1;2006v4.2;2006v4.3;2006v4.4;2007v1.0;2007v1.1;2007v2.0;2007v2.1;2007v2.10;2007v2.11;2007v2.12;2007v2.13;2007v2.14;2007v2.2;2007v2.3;2007v2.4;2007v2.5;2007v2.6;2007v2.7;2007v2.8;2007v2.9;,NA,NA,
TOASBOOYY,Total assets; beginning of year,F990-PC-PART-10-LINE-16-BOY; F990-EZ-PART-10-LINE-16-BOY,F9,PART-10,,,,PZ,,/Return/ReturnData/IRS990/TotalAssets/BOY; Return/ReturnData/IRS990EZ/TotalAssets/BOY,2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,NA,NA,
TOASEOOYY,Total assets; end of year,F990-PC-PART-10-LINE-16-EOY; F990-EZ-PART-10-LINE-16-EOY,F9,PART-10,,,,PZ,,/Return/ReturnData/IRS990/TotalAssets/EOY; Return/ReturnData/IRS990EZ/TotalAssets/EOY,2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,NA,NA,
TOASBOOYY,Total Assets; BOY,F990-PC-PART-01-LINE-20; F990-EZ-PART-01-LINE-20,F9,PART-01,,,,PZ,,/Return/ReturnData/IRS990/TotalAssetsBOY; Return/ReturnData/IRS990EZ/TotalAssetsBOY,NA,FALSE,NA,
TOASBOOYY,Total Assets; BOY,F990-PC-PART-01-LINE-20; F990-EZ-PART-01-LINE-20,F9,PART-01,,,,PZ,,/Return/ReturnData/IRS990/TotalAssetsBOYAmt; Return/ReturnData/IRS990EZ/TotalAssetsBOYAmt,NA,FALSE,NA,
TOASEOOYY,Total Assets; EOY,F990-PC-PART-01-LINE-20,F9,PART-01,,,,PC,,/Return/ReturnData/IRS990/TotalAssetsEOY,NA,NA,NA,
TOASEOOYY,Total Assets; EOY,F990-PC-PART-01-LINE-20,F9,PART-01,,,,PC,,/Return/ReturnData/IRS990/TotalAssetsEOYAmt,NA,NA,NA,
TOASBOOYY,Total assets; beginning of year,F990-PC-PART-10-LINE-16-BOY; F990-EZ-PART-10-LINE-16-BOY,F9,PART-10,,,,PZ,,/Return/ReturnData/IRS990/TotalAssetsGrp/BOYAmt; Return/ReturnData/IRS990EZ/TotalAssetsGrp/BOYAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,NA,NA,
TOASEOOYY,Total assets; end of year,F990-PC-PART-10-LINE-16-EOY; F990-EZ-PART-10-LINE-16-EOY,F9,PART-10,,,,PZ,,/Return/ReturnData/IRS990/TotalAssetsGrp/EOYAmt; Return/ReturnData/IRS990EZ/TotalAssetsGrp/EOYAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,NA,NA,
TOTACASHCONT,Contributions; gifts; grants; and similar amounts received: Total contributions (cash) ,F990-PC-PART-01-LINE-1d,F9,PART-01,,,,PC,,/Return/ReturnData/IRS990/TotalCashContributions,2003v2.1;2004v1.0;2005v3.0;2005v3.1;2005v3.2;2005v3.3;2005v4.0;2005v4.1;2006v3.0;2006v3.1;2006v3.2;2006v3.3;2006v4.0;2006v4.1;2006v4.2;2006v4.3;2006v4.4;2007v1.0;2007v1.1;2007v2.0;2007v2.1;2007v2.10;2007v2.11;2007v2.12;2007v2.13;2007v2.14;2007v2.2;2007v2.3;2007v2.4;2007v2.5;2007v2.6;2007v2.7;2007v2.8;2007v2.9;,NA,NA,
TOCOGRTHKIIN,Line1a; total greater than $150K?,F990-PC-PART-07-LINE-4,F9,PART-07,,,,PC,,/Return/ReturnData/IRS990/TotalCompGreaterThan150KInd,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,NA,NA,
TOCOGTT1K,Line1a; total greater than $150K?,F990-PC-PART-07-LINE-4,F9,PART-07,,,,PC,,/Return/ReturnData/IRS990/TotalCompGT150K,2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,NA,NA,
TOTALCCONTRI,Total contributions,F990-PC-PART-08-LINE-01H-COL-A,F9,PART-08,,,,PC,,/Return/ReturnData/IRS990/TotalContributions,2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,NA,NA,
TOTALCCONTRI,Total contributions,F990-PC-PART-08-LINE-01H-COL-A,F9,PART-08,,,,PC,,/Return/ReturnData/IRS990/TotalContributionsAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,NA,NA,
TOTAEMPLCNTN,Tot Individuals Employed,F990-PC-PART-01-LINE-05,F9,PART-01,,,,PC,,/Return/ReturnData/IRS990/TotalEmployeeCnt,NA,NA,NA,
TOTALEEXPENS,Total expenses,F990-PC-PART-01-LINE-17; F990-EZ-PART-01-LINE-17,F9,PART-01,,,,PZ,,/Return/ReturnData/IRS990/TotalExpenses; Return/ReturnData/IRS990EZ/TotalExpenses,2003v2.1;2004v1.0;2005v3.0;2005v3.1;2005v3.2;2005v3.3;2005v4.0;2005v4.1;2006v3.0;2006v3.1;2006v3.2;2006v3.3;2006v4.0;2006v4.1;2006v4.2;2006v4.3;2006v4.4;2007v1.0;2007v1.1;2007v2.0;2007v2.1;2007v2.10;2007v2.11;2007v2.12;2007v2.13;2007v2.14;2007v2.2;2007v2.3;2007v2.4;2007v2.5;2007v2.6;2007v2.7;2007v2.8;2007v2.9;,NA,NA,
